2. stupeň ZŠ / nižší stupně gymnázií,všeobecně-vzdělávací předměty,,Magisterské vzdělání (Mgr. nebo Ing.),None,None,Jiná neučitelská odborná specializace,"oblast studijního oboru, který odpovídá charakteru vyučovaného předmětu","Jakékoliv neučitelské magisterské vzdělání, odpovídající příslušnému předmětu",,None,None,None,None,None,0,,2. stupeň ZŠ / nižší stupně gymnázií,příprava učitelů 2. stupně ZŠ,Kurz celoživotního vzdělávání z přípravy učitelů 2. stupně ZŠ,,None,,None,,§ 8 odst. (1) písm. d) bodu 2. : https://www.zakonyprolidi.cz/cs/2004-563#p8-1-d-2 ,None,"Pokud chceš učit nějaký předmět na 2. stupni ZŠ, musíš mít
1. jakýkoliv magisterský titul a k tomu
2. studium programu celoživotního vzdělávání (CŽV) uskutečňovaném vysokou školou a zaměřeném na přípravu učitelů 2. stupně ZŠ nebo SŠ.

V praxi to znamená, že když budeš chtít učit třeba češtinu, ale budeš mít třeba omylem inženýra z informatiky, stačí ti doplnit si k tomu učitelské CŽV pro 2. stupeň ZŠ či SŠ na některé vysoké škole. Musíš si ovšem najít studium CŽV, na které se budeš moci přihlásit (podmínky pro přijetí najdeš u jednotlivých oborů) – je pravděpodobné, že se budeš muset přihlásit na CŽV na některé z technických VŠ. Tím se staneš kvalifikovaným pedagogem. Spousta ředitelů by tě ale pravděpodobně nechala učit jen informatiku, kterou jsi vystudoval/a, proto je vhodné si pak už jen doplnit aprobaci pro učitelství češtiny. ""Aprobovanost"" pro výuku dalšího předmětu si doplníš studiem učitelství daného předmětu v rámci dalšího vzdělávání pedagogických pracovníků (DVPP).",11
2. stupeň ZŠ / nižší stupně gymnázií,všeobecně-vzdělávací předměty,,Magisterské vzdělání (Mgr. nebo Ing.),None,None,Jiná neučitelská odborná specializace,"oblast studijního oboru, který odpovídá charakteru vyučovaného předmětu","Jakékoliv neučitelské magisterské vzdělání, odpovídající příslušnému předmětu",,None,None,None,None,None,0,,SŠ / SOŠ / SOU / vyšší stupně gymnázií,příprava učitelů SŠ,Kurz celoživotního vzdělávání z přípravy učitelů SŠ,,None,,None,,§ 8 odst. (1) písm. d) bodu 2. : https://www.zakonyprolidi.cz/cs/2004-563#p8-1-d-2 ,None,"Pokud chceš učit nějaký předmět na 2. stupni ZŠ, musíš mít
1. jakýkoliv magisterský titul a k tomu
2. studium programu celoživotního vzdělávání (CŽV) uskutečňovaném vysokou školou a zaměřeném na přípravu učitelů 2. stupně ZŠ nebo SŠ.

V praxi to znamená, že když budeš chtít učit třeba češtinu, ale budeš mít třeba omylem inženýra z informatiky, stačí ti doplnit si k tomu učitelské CŽV pro 2. stupeň ZŠ či SŠ na některé vysoké škole. Musíš si ovšem najít studium CŽV, na které se budeš moci přihlásit (podmínky pro přijetí najdeš u jednotlivých oborů) – je pravděpodobné, že se budeš muset přihlásit na CŽV na některé z technických VŠ. Tím se staneš kvalifikovaným pedagogem. Spousta ředitelů by tě ale pravděpodobně nechala učit jen informatiku, kterou jsi vystudoval/a, proto je vhodné si pak už jen doplnit aprobaci pro učitelství češtiny. ""Aprobovanost"" pro výuku dalšího předmětu si doplníš studiem učitelství daného předmětu v rámci dalšího vzdělávání pedagogických pracovníků (DVPP).",12
2. stupeň ZŠ / nižší stupně gymnázií,tělesná výchova,,Magisterské vzdělání (Mgr. nebo Ing.),None,tělesná výchova,Tělesná výchova a sport (neučitelský obor),tělesná výchova a sport,Magisterské vzdělání z tělesné výchovy a sportu (neučitelský obor),,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 8 odst. (1) písm. h) : https://www.zakonyprolidi.cz/cs/2004-563#p8-1-h ,None,"Pokud chceš učit tělocvik na 2. stupni ZŠ, stačí ti k tomu magisterský titul (ne nutně pedagogický) z oboru zaměřeného na tělesnou výchovu a sport.

Tedy např. pokud máš magistra v oboru ""Trenér"", můžeš spokojeně vyrazit do školství.",13
2. stupeň ZŠ / nižší stupně gymnázií,tělesná výchova,,Magisterské vzdělání (Mgr. nebo Ing.),Any,tělesná výchova,Učitelství,tělesná výchova a sport,Magisterské vzdělání z učitelství tělesné výchovy a sportu,,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 8 odst. (1) písm. h) : https://www.zakonyprolidi.cz/cs/2004-563#p8-1-h ,None,"""Pokud chceš učit tělocvik na 2. stupni ZŠ, stačí ti k tomu magisterský titul (ne nutně pedagogický) z oboru zaměřeného na tělesnou výchovu a sport.

Tedy např. pokud máš magistra v oboru """"Trenér"""", můžeš spokojeně vyrazit do školství.""",14
2. stupeň ZŠ / nižší stupně gymnázií,tělesná výchova,,None,None,None,None,None,0,,None,None,None,None,None,0,,None,None,0,,kvalifikovaný trenér,,None,,§ 8 odst. (4) : https://www.zakonyprolidi.cz/cs/2004-563#p8-4,Pracovní úvazek nepřesahuje 20 hodin týdně,"""Pokud chceš učit tělocvik na 2. stupni ZŠ, stačí ti k tomu magisterský titul (ne nutně pedagogický) z oboru zaměřeného na tělesnou výchovu a sport.

Tedy např. pokud máš magistra v oboru """"Trenér"""", můžeš spokojeně vyrazit do školství.""",15
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),Any,cizí jazyk,Učitelství,pedagogické vědy příprava učitelů příslušných cizích jazyků,Magisterské vzdělání z učitelství příslušných cizích jazyků,,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 8 odst. (1) písm. i) a podle něj §12 písm. a) : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-a,None,"Pokud chceš učit určitý cizí jazky na 2. stupni ZŠ, nejlogičtější cestou k tomu je magisterský titul z učitelství daného cizího jazyka pro 2. stupeň ZŠ.

Tedy např. pokud rovnou po střední škole víš, že chceš učit na druhém stupni angličtinu, vystuduješ bakaláře v oboru Anglický jazyk a literatura se zaměřením na vzdělávání a na téže škole pak navazujícího magistra Učitelství anglického jazyka a literatury. Některé školy předchozího bakaláře v daném oboru pro přijetí na navazujícího magistra přímo vyžadují.

Pozn.: Pravděpodobně si k tomu v rámci svého studia budeš muset vybrat učitelství ještě dalšího předmětu.",16
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Bakalářské vzdělání,Any,Any kromě cizí jazyk,Učitelství,pedagogické vědy jiné než příprava učitelů příslušných cizích jazyků,Bakalářské vzdělání z učitelství příslušných cizích jazyků,,None,None,None,None,None,0,,None,None,0,,jazyková zkouška min. C1 SERR pro jazyky,,doplňující didaktické studium příslušného jazyka,,§ 8 odst. (1) písm. i) a podle něj §12 písm. b) : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-b,None,-,17
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),None,None,Any kromě Učitelství a Filologie (neučitelský obor),jakýkoliv,Jakékoliv neučitelské magisterské vzdělání,,Bakalářské vzdělání,Any,Any,Učitelství,pedagogické vědy příprava učitelů,Bakalářské vzdělání z učitelství,,None,None,0,,None,,None,,§ 8 odst. (1) písm. i) a podle něj §12 písm. d) bod 1. : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-d-1 ,None,"Pokud chceš učit cizí jazyk na 2. stupni ZŠ, potřebuješ k tomu
1. libovolný magisterský titul a k tomu
2. jakýkoliv vysokoškolský titul z nějakého oboru přípravy učitelů (tedy stačí Bc.).

V praxi to může znamenat, že budeš mít třeba inženýra z elektrotechniky a doděláš si k němu bakaláře v oboru Německý jazyk se zaměřením na vzdělávání – pak budeš kvalifikovaný učitel.",18
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),None,None,Any kromě Učitelství a Filologie (neučitelský obor),jakýkoliv,Jakékoliv neučitelské magisterské vzdělání,,None,None,None,None,None,0,,Any,příprava učitelů,Kurz celoživotního vzdělávání z přípravy učitelů,,jazyková zkouška min. C1 SERR pro jazyky,,doplňující didaktické studium příslušného jazyka,,§ 8 odst. (1) písm. i) a podle něj §12 písm. d) bod 2. : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-d-2 ,None,"Pokud chceš učit cizí jazyk na 2. stupni ZŠ, potřebuješ k tomu
1. libovolný magisterský titul a k tomu
2. studium programu celoživotního vzdělávání (CŽV) uskutečňovaném vysokou školou a zaměřeném na přípravu učitelů a k tomu
3. jazykovou zkoušku z daného jazyka min. na úrovni C1 Společného evropského referenčního rámce pro jazyky (SERR / CEFR) a k tomu
4. doplňující didaktické studium příslušného jazyka (DVPP).

V praxi je to cesta poměrně komplikovaná a vyplatí se v případě, že už máš magistra i jazykovou zkoušku a nechce se ti studovat další bakalář. Musíš si ovšem najít studium CŽV, na které se budeš moci přihlásit (podmínky pro přijetí najdeš u jednotlivých oborů). Pokud máš vystudovaná práva, je pravděpodobné, že se budeš muset přihlásit na CŽV na některé z právnických fakult VŠ. Tím získáš pedagogickou kvalifikaci a ""aprobovanost"" pro výuku jazyka si doplníš studiem učitelství daného jazyka v rámci dalšího vzdělávání pedagogických pracovníků (DVPP).",19
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),None,cizí jazyk,Filologie (neučitelský obor),společenské vědy příslušné cizí jazyky,Magisterské vzdělání z filologie,,Bakalářské vzdělání,Any,Any,Učitelství,pedagogické vědy příprava učitelů,Bakalářské vzdělání z učitelství,,None,None,0,,None,,None,,§ 8 odst. (1) písm. i) a podle něj §12 písm. c) bod 1. : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-c-1,None,"Pokud chceš učit cizí jazyk na 2. stupni ZŠ, můžeš mít také
1. magisterský titul z příslušného cizího jazyka a k tomu
2. jakýkoliv vysokoškolský titul z nějakého oboru přípravy učitelů (tedy stačí Bc.).

V praxi to může znamenat, že budeš mít třeba vystudovanou anglistiku a doděláš si k tomu bakaláře v oboru Anglický jazyk se zaměřením na vzdělávání (nebo pro úplně jiný předmět) – pak budeš kvalifikovaný učitel.",20
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),None,cizí jazyk,Filologie (neučitelský obor),společenské vědy příslušné cizí jazyky,Magisterské vzdělání z filologie,,None,None,None,None,None,0,,Any,příprava učitelů,Kurz celoživotního vzdělávání z přípravy učitelů,,None,,None,,§ 8 odst. (1) písm. i) a podle něj §12 písm. c) bod 2. : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-c-2,None,"Pokud chceš učit cizí jazyk na 2. stupni ZŠ, můžeš mít také
1. magisterský titul z příslušného cizího jazyka a k tomu
2. studium programu celoživotního vzdělávání (CŽV) uskutečňovaném vysokou školou a zaměřeném na přípravu učitelů.

To může znamenat, že budeš mít třeba vystudovanou hispanistiku a doděláš si k tomu studium CŽV pro učitelství jazyků.",21
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Magisterské vzdělání (Mgr. nebo Ing.),None,cizí jazyk,Filologie (neučitelský obor),společenské vědy příslušné cizí jazyky,Magisterské vzdělání z filologie,,None,None,None,None,None,0,,None,None,0,,studium pedagogiky,,None,,§ 8 odst. (1) písm. i) a podle něj §12 písm. c) bod 3. : https://www.zakonyprolidi.cz/cs/2004-563#p12-1-c-3,None,-,22
2. stupeň ZŠ / nižší stupně gymnázií,cizí jazyk,,Bakalářské vzdělání,None,None,Any,jakýkoliv ,Jakékoliv neučitelské bakalářské vzdělání,,None,None,None,None,None,0,,None,None,0,,jazyková zkouška min. C2 SERR pro jazyky (= na úrovni rodilého mluvčího) / rodilý mluvčí,,None,,§ 22 odst. (4) : https://www.zakonyprolidi.cz/cs/2004-563#p22-4,None,-,23
2. stupeň ZŠ / nižší stupně gymnázií,konverzace,,Odborná maturita,None,None,None,None,"Odborná maturita z nepedaogické oblasti, odpovídající příslušnému předmětu",,None,None,None,None,None,0,,None,None,0,,jazyková zkouška min. C2 SERR pro jazyky (= na úrovni rodilého mluvčího) / rodilý mluvčí,,None,,§ 22 odst. (4) : https://www.zakonyprolidi.cz/cs/2004-563#p22-4,None,"""Pedagogický pracovník, pro kterého je příslušný cizí jazyk rodným jazykem nebo který jej ovládá na úrovni rodného jazyka, splňuje pro účely tohoto zákona předpoklad odborné kvalifikace pro výuku konverzace v tomto cizím jazyce, získal-li alespoň střední vzdělání s maturitní zkouškou, nebo pro výuku tohoto cizího jazyka, získal-li vysokoškolské vzdělání.""",24
2. stupeň ZŠ / nižší stupně gymnázií,umělecké předměty,,Magisterské vzdělání (Mgr. nebo Ing.),None,umělecké předměty,Učitelství,"pedagogické vědy příprava učitelů ZUŠ studijního oboru, který odpovídá charakteru vyučovaného předmětu",Magisterské vzdělání z učitelství na ZUŠ ,,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 8 odst. (1) písm. g) : https://www.zakonyprolidi.cz/cs/2004-563#p8-1-g,None,"Pokud chceš učit umělecké předměty na 2. stupni ZŠ, stačí ti magisterské vzdělání zaměřené na přípravu učitelů základní umělecké školy studijního oboru, který odpovídá charakteru vyučovaného předmětu.

Pokud máš tedy vystudován např obor Učitelství výtvarné výchovy pro základní umělecké školy, můžeš učit výtvarnou výchovu i na 2. stupni ZŠ.",25
2. stupeň ZŠ / nižší stupně gymnázií,umělecké předměty,,Magisterské vzdělání (Mgr. nebo Ing.),None,umělecké předměty,Umělecko-pedagogický obor,umění umělecko-pedagogické,Magisterské vzdělání s umělecko–pedagogickým zaměřením,,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 8 odst. (3) : https://www.zakonyprolidi.cz/cs/2004-563#p8-3,None,"Pokud chceš učit umělecké předměty na 2. stupni ZŠ, nejjednodušší cestou k tomu je magisterský titul z oboru daného umělecko–pedagogického zaměření.

Pokud máš tedy ""uměleckého"" magistra a zjistíš, že mu můžeš prokázat tzv. umělecko–pedagogické zaměření, pedagogickou kvalifikaci máš. ",26
2. stupeň ZŠ / nižší stupně gymnázií,umělecké předměty,,None,None,None,None,None,0,,None,None,None,None,None,0,,None,None,0,,výkonný či výtvarný umělec,,None,,§ 8 odst. (4) : https://www.zakonyprolidi.cz/cs/2004-563#p8-4,Pracovní úvazek nepřesahuje 20 hodin týdně,"Pokud chceš učit umělecké předměty na 2. stupni ZŠ, můžeš také prokázat, že jsi výkonným či výtvarným umělcem nebo kvalifikovaně učíš v ZUŠ, na SŠ či konzervatoři. Pokud je to tak a ve škole máš pracovat max. na půl úvazku, může ti ředitel písemně uznat předpoklad odborné kvalifikace pro odpovídající předmět. Uznání tvé kvalifikace pak platí pouze pro dobu, kdy splňuješ výše uvedené podmínky.",27
2. stupeň ZŠ / nižší stupně gymnázií,umělecké předměty,,None,None,None,None,None,0,,None,None,None,None,None,0,,None,None,0,,"kvalifikovaný učitel uměleckých odborných předmětů v ZUŠ, SŠ a konzervatoři",,None,,§ 8 odst. (4) : https://www.zakonyprolidi.cz/cs/2004-563#p8-4,Pracovní úvazek nepřesahuje 20 hodin týdně,-,28
SŠ / SOŠ / SOU / vyšší stupně gymnázií,všeobecně-vzdělávací předměty,,Magisterské vzdělání (Mgr. nebo Ing.),SŠ / SOŠ / SOU / vyšší stupně gymnázií,všeobecně-vzdělávací předměty,Učitelství,pedagogické vědy příprava učitelů všeobecně-vzdělávacích předmětů SŠ,Magisterské vzdělání z učitelství všeobecně-vzdělávacích předmětů na SŠ,,None,None,None,None,None,0,,None,None,0,,None,,None,,§ 9 odst. (1) písm. a) : https://www.zakonyprolidi.cz/cs/2004-563#p9-1-a,None,"Pokud chceš učit určitý předmět na SŠ, nejlogičtější cestou k tomu je magisterský titul z učitelství daného předmětu pro SŠ.Tedy např. pokud rovnou po střední škole víš, že chceš učit na střední škole češtinu, vystuduješ bakaláře v oboru Český jazyk a literatura se zaměřením na vzdělávání a na téže škole pak navazujícího magistra Učitelství českého jazyka a literatury pro střední školy. Některé školy předchozího bakaláře v daném oboru pro přijetí na navazujícího magistra přímo vyžadují. Pozn.: Pravděpodobně si k tomu v rámci svého studia budeš muset vybrat učitelství ještě dalšího předmětu.",29
